"abbrev","fips","sector","year","ft_gp","ft_ug","pt_gp","pt_ug","tot_gp","tot_ug","tot_all"
"IL",17,1,"1991",17738,125299,33091,25878,50829,151177,202006
"IL",17,1,"1992",20151,123689,30503,25566,50654,149255,199909
"IL",17,1,"1993",21788,121325,28356,25908,50144,147233,197377
"IL",17,1,"1994",22401,118687,28349,25052,50750,143739,194489
"IL",17,1,"1995",22073,117642,28444,24373,50517,142015,192532
"IL",17,1,"1996",21748,117972,28099,24500,49847,142472,192319
"IL",17,1,"1997",21203,120254,27206,23359,48409,143613,192022
"IL",17,1,"1998",21310,122822,26335,23081,47645,145903,193548
"IL",17,1,"1999",7659,123968,12934,22195,20593,146163,166756
"IL",17,1,"2000",22317,124289,25852,21325,48169,145614,193783
"IL",17,1,"2001",23096,124889,26330,20957,49426,145846,195272
"IL",17,1,"2002",24792,127527,27325,20744,52117,148271,200388
"IL",17,1,"2003",25349,128409,27223,20137,52572,148546,201118
"IL",17,1,"2004",25158,129257,25954,20098,51112,149355,200467
"IL",17,1,"2005",25256,131773,25540,19756,50796,151529,202325
"IL",17,1,"2006",25704,132177,25054,19918,50758,152095,202853
"IL",17,1,"2007",26228,133101,24697,19637,50925,152738,203663
"IL",17,1,"2008",26476,132889,24425,19464,50901,152353,203254
"IL",17,1,"2009",27599,132921,25115,19146,52714,152067,204781
"IL",17,1,"2010",28295,133427,23933,19360,52228,152787,205015
"IL",17,1,"2011",28265,132882,22963,19560,51228,152442,203670
"IL",17,1,"2012",28225,128941,21677,19485,49902,148426,198328
"IL",17,1,"2013",28613,126117,21069,19114,49682,145231,194913
"IL",17,1,"2014",29389,125441,19590,18940,48979,144381,193360
"IN",18,1,"1980",12580,95397,16676,40910,29256,136307,165563
"IN",18,1,"1984",12165,96847,14768,42262,26933,139109,166042
"IN",18,1,"1985",12211,96553,15730,42474,27941,139027,166968
"IN",18,1,"1986",8465,72326,14062,39946,22527,112272,134799
"IN",18,1,"1987",12411,100014,15463,46621,27874,146635,174509
"IN",18,1,"1988",12803,104724,16046,47482,28849,152206,181055
"IN",18,1,"1989",13105,110353,15594,50400,28699,160753,189452
"IN",18,1,"1990",13246,113761,15456,53017,28702,166778,195480
"IN",18,1,"1991",14030,117003,15544,53122,29574,170125,199699
"IN",18,1,"1992",14391,118816,15980,54630,30371,173446,203817
"IN",18,1,"1993",14764,116852,16385,53409,31149,170261,201410
"IN",18,1,"1994",14662,114137,16797,50773,31459,164910,196369
"IN",18,1,"1995",14541,113364,16890,48032,31431,161396,192827
"IN",18,1,"1996",14692,114623,16085,46344,30777,160967,191744
"IN",18,1,"1997",14528,117105,16188,45230,30716,162335,193051
"IN",18,1,"1998",14670,119875,16459,44097,31129,163972,195101
"IN",18,1,"1999",5147,122272,6765,42585,11912,164857,176769
"IN",18,1,"2000",15164,123691,16290,43739,31454,167430,198884
"IN",18,1,"2001",15531,127489,16960,51684,32491,179173,211664
"IN",18,1,"2002",16224,129924,17583,42273,33807,172197,206004
"IN",18,1,"2003",16960,133091,17718,39699,34678,172790,207468
"IN",18,1,"2004",17142,133092,17988,39010,35130,172102,207232
"IN",18,1,"2005",17661,133576,17322,38770,34983,172346,207329
"IN",18,1,"2006",17765,134196,17294,37854,35059,172050,207109
"IN",18,1,"2007",18188,135857,17580,37937,35768,173794,209562
"IN",18,1,"2008",18430,139868,18314,37924,36744,177792,214536
"IN",18,1,"2009",19670,146703,18337,40451,38007,187154,225161
"IN",18,1,"2010",19999,150428,18714,42650,38713,193078,231791
"IN",18,1,"2011",20039,148551,19106,45841,39145,194392,233537
"IN",18,1,"2012",20153,145522,18319,49503,38472,195025,233497
"IN",18,1,"2013",20330,143968,17991,54856,38321,198824,237145
"IN",18,1,"2014",20431,143773,18072,54987,38503,198760,237263
"IA",19,1,"1980",7896,41392,6974,6220,14870,47612,62482
"IA",19,1,"1984",8252,46237,7057,8336,15309,54573,69882
"IA",19,1,"1985",8096,47090,6954,7803,15050,54893,69943
"IA",19,1,"1986",8254,46731,7118,7952,15372,54683,70055
"IA",19,1,"1987",8010,45954,7510,7861,15520,53815,69335
"IA",19,1,"1988",8231,45886,7237,7518,15468,53404,68872
"IA",19,1,"1989",8634,46072,6909,6606,15543,52678,68221
"IA",19,1,"1990",8608,45757,7064,6528,15672,52285,67957
"IA",19,1,"1991",8736,45391,7440,6521,16176,51912,68088
"IA",19,1,"1992",8827,44731,6670,6917,15497,51648,67145
"IA",19,1,"1993",9054,44165,6646,6250,15700,50415,66115
"IA",19,1,"1994",9002,43550,6815,6250,15817,49800,65617
"IA",19,1,"1995",8766,44168,6776,6131,15542,50299,65841
"IA",19,1,"1996",8670,44756,6879,6234,15549,50990,66539
"IA",19,1,"1997",9055,45420,6844,5977,15899,51397,67296
"IA",19,1,"1998",8878,46352,6727,5878,15605,52230,67835
"IA",19,1,"1999",3703,47205,1314,5935,5017,53140,58157
"IA",19,1,"2000",8975,48145,6503,5639,15478,53784,69262
"IA",19,1,"2001",8780,49628,6878,5715,15658,55343,71001
"IA",19,1,"2002",9307,50095,6572,5788,15879,55883,71762
"IA",19,1,"2003",9709,48940,6709,5433,16418,54373,70791
"IA",19,1,"2004",8623,47872,6371,4883,14994,52755,67749
"IA",19,1,"2005",8488,47380,6275,4646,14763,52026,66789
"IA",19,1,"2006",8409,47082,6291,4823,14700,51905,66605
"IA",19,1,"2007",8609,48197,6399,4764,15008,52961,67969
"IA",19,1,"2008",8623,49102,6867,4414,15490,53516,69006
"IA",19,1,"2009",9877,50097,5882,4379,15759,54476,70235
"IA",19,1,"2010",9202,51432,6528,4239,15730,55671,71401
"IA",19,1,"2011",8848,52666,6426,4649,15274,57315,72589
"IA",19,1,"2012",8702,53527,6241,4680,14943,58207,73150
"IA",19,1,"2013",8632,55029,6217,4984,14849,60013,74862
"IA",19,1,"2014",8923,56108,6021,5281,14944,61389,76333
"KS",20,1,"1980",6519,49812,14417,13853,20936,63665,84601
"KS",20,1,"1984",6233,49279,12629,14177,18862,63456,82318
"KS",20,1,"1985",6186,49178,13054,14014,19240,63192,82432
"KS",20,1,"1986",6386,49879,12650,14629,19036,64508,83544
"KS",20,1,"1987",6331,50952,12007,14941,18338,65893,84231
"KS",20,1,"1988",6392,52272,12384,14779,18776,67051,85827
"KS",20,1,"1989",6506,54221,12134,14693,18640,68914,87554
"KS",20,1,"1990",6738,55086,11946,14752,18684,69838,88522
"KS",20,1,"1991",6901,55446,11431,14204,18332,69650,87982
"KS",20,1,"1992",7245,54915,11212,13883,18457,68798,87255
"KS",20,1,"1993",7392,54476,11233,13460,18625,67936,86561
"KS",20,1,"1994",7356,53083,11028,12901,18384,65984,84368
"KS",20,1,"1995",7131,52437,10909,12895,18040,65332,83372
"KS",20,1,"1996",7145,51197,11328,12964,18473,64161,82634
"KS",20,1,"1997",7062,52361,10642,13699,17704,66060,83764
"KS",20,1,"1998",7113,52631,10642,13927,17755,66558,84313
"KS",20,1,"1999",3089,54173,5092,12980,8181,67153,75334
"KS",20,1,"2000",7008,55813,11047,13158,18055,68971,87026
"KS",20,1,"2001",7037,56530,11140,13582,18177,70112,88289
"KS",20,1,"2002",7347,58817,11533,13435,18880,72252,91132
"KS",20,1,"2003",7685,59286,11548,14217,19233,73503,92736
"KS",20,1,"2004",7344,60441,10888,14907,18232,75348,93580
"KS",20,1,"2005",7243,60423,11203,15173,18446,75596,94042
"KS",20,1,"2006",7441,60516,11167,15250,18608,75766,94374
"KS",20,1,"2007",8929,60703,12268,15051,21197,75754,96951
"KS",20,1,"2008",10588,61569,11119,15194,21707,76763,98470
"KS",20,1,"2009",10957,62398,10996,15683,21953,78081,100034
"KS",20,1,"2010",11630,62288,9992,16415,21622,78703,100325
"KS",20,1,"2011",11624,62789,9731,16749,21355,79538,100893
"KS",20,1,"2012",11475,63053,9551,16666,21026,79719,100745
"KS",20,1,"2013",11420,63422,9585,16097,21005,79519,100524
"KS",20,1,"2014",11607,63949,10089,16244,21696,80193,101889
"KY",21,1,"1980",7633,57811,13408,17952,21041,75763,96804
"KY",21,1,"1984",6952,55446,9821,16741,16773,72187,88960
"KY",21,1,"1985",6143,53926,9137,17863,15280,71789,87069
"KY",21,1,"1986",6081,54709,9814,18885,15895,73594,89489
"KY",21,1,"1987",6433,56278,10557,20589,16990,76867,93857
"KY",21,1,"1988",6538,59665,10698,20994,17236,80659,97895
"KY",21,1,"1989",6678,62883,11078,21693,17756,84576,102332
"KY",21,1,"1990",6991,66183,10825,22422,17816,88605,106421
"KY",21,1,"1991",7604,67898,11230,23048,18834,90946,109780
"KY",21,1,"1992",8013,68374,11246,22255,19259,90629,109888
"KY",21,1,"1993",8208,67449,10978,21310,19186,88759,107945
"KY",21,1,"1994",8283,66730,11307,19939,19590,86669,106259
"KY",21,1,"1995",8628,66162,11547,19192,20175,85354,105529
"KY",21,1,"1996",8889,65455,11539,18434,20428,83889,104317
"KY",21,1,"1997",8948,65827,11876,18145,20824,83972,104796
"KY",21,1,"1998",8754,66906,11779,17942,20533,84848,105381
"KY",21,1,"1999",4297,66266,6089,18085,10386,84351,94737
"KY",21,1,"2000",8288,66657,10067,18425,18355,85082,103437
"KY",21,1,"2001",9624,68828,12085,18029,21709,86857,108566
"KY",21,1,"2002",10081,71254,12980,18853,23061,90107,113168
"KY",21,1,"2003",10561,74622,12760,18191,23321,92813,116134
"KY",21,1,"2004",10700,75426,12713,17880,23413,93306,116719
"KY",21,1,"2005",10453,76355,12530,17572,22983,93927,116910
"KY",21,1,"2006",10564,76678,12389,18330,22953,95008,117961
"KY",21,1,"2007",11870,77134,11286,18411,23156,95545,118701
"KY",21,1,"2008",11953,77705,11205,18385,23158,96090,119248
"KY",21,1,"2009",12470,79799,11245,17882,23715,97681,121396
"KY",21,1,"2010",13107,80708,11259,18252,24366,98960,123326
"KY",21,1,"2011",13242,80136,11164,20995,24406,101131,125537
"KY",21,1,"2012",13336,81167,10654,21353,23990,102520,126510
"KY",21,1,"2013",13210,81572,10118,21635,23328,103207,126535
"KY",21,1,"2014",13231,82105,9720,21428,22951,103533,126484
"LA",22,1,"1980",6164,86632,11362,19894,17526,106526,124052
"LA",22,1,"1984",8451,91871,14284,27778,22735,119649,142384
"LA",22,1,"1985",8803,95504,11564,24330,20367,119834,140201
"LA",22,1,"1986",8664,92657,9968,22642,18632,115299,133931
"LA",22,1,"1987",8648,93899,10595,23027,19243,116926,136169
"LA",22,1,"1988",8526,93825,10151,23531,18677,117356,136033
"LA",22,1,"1989",8530,93839,9863,23907,18393,117746,136139
"LA",22,1,"1990",8692,95449,10359,24539,19051,119988,139039
"LA",22,1,"1991",9521,99210,11130,26038,20651,125248,145899
"LA",22,1,"1992",10667,102721,12194,26739,22861,129460,152321
"LA",22,1,"1993",10550,100052,12141,26037,22691,126089,148780
"LA",22,1,"1994",10815,100919,11985,25872,22800,126791,149591
"LA",22,1,"1995",11367,100966,12156,25977,23523,126943,150466
"LA",22,1,"1996",11532,101329,11782,25026,23314,126355,149669
"LA",22,1,"1997",11358,102020,12080,25166,23438,127186,150624
"LA",22,1,"1998",11279,103223,11982,24505,23261,127728,150989
"LA",22,1,"1999",7120,103671,8332,23587,15452,127258,142710
"LA",22,1,"2000",11383,102932,11919,23145,23302,126077,149379
"LA",22,1,"2001",11758,103670,11931,22290,23689,125960,149649
"LA",22,1,"2002",12851,104941,12063,23004,24914,127945,152859
"LA",22,1,"2003",13414,106584,12397,23246,25811,129830,155641
"LA",22,1,"2004",13790,108581,12232,23256,26022,131837,157859
"LA",22,1,"2005",12785,101918,9967,22859,22752,124777,147529
"LA",22,1,"2006",11476,100703,11081,20237,22557,120940,143497
"LA",22,1,"2007",12325,97182,10114,20706,22439,117888,140327
"LA",22,1,"2008",12940,97011,9815,23064,22755,120075,142830
"LA",22,1,"2009",13682,97582,10078,23019,23760,120601,144361
"LA",22,1,"2010",14109,96447,10488,24066,24597,120513,145110
"LA",22,1,"2011",14240,95405,9551,25420,23791,120825,144616
"LA",22,1,"2012",14514,93374,8809,26232,23323,119606,142929
"LA",22,1,"2013",14596,91461,7897,25763,22493,117224,139717
"LA",22,1,"2014",13893,91120,8779,25608,22672,116728,139400
"ME",23,1,"1980",1093,17239,814,9025,1907,26264,28171
"ME",23,1,"1984",1113,16560,953,10154,2066,26714,28780
"ME",23,1,"1985",1124,16142,1081,10338,2205,26480,28685
"ME",23,1,"1986",1175,15647,1213,11456,2388,27103,29491
"ME",23,1,"1987",1242,15643,1139,11863,2381,27506,29887
"ME",23,1,"1988",1506,16367,1789,10536,3295,26903,30198
"ME",23,1,"1989",1678,17378,2010,13167,3688,30545,34233
"ME",23,1,"1990",1789,17825,2091,12911,3880,30736,34616
"ME",23,1,"1991",1836,17831,2083,12288,3919,30119,34038
"ME",23,1,"1992",1364,17415,2585,12157,3949,29572,33521
"ME",23,1,"1993",1899,16622,2037,11837,3936,28459,32395
"ME",23,1,"1994",1871,16032,2215,11781,4086,27813,31899
"ME",23,1,"1995",1884,15350,2254,11787,4138,27137,31275
"ME",23,1,"1996",1882,15289,2118,11690,4000,26979,30979
"ME",23,1,"1997",1909,15324,2080,11049,3989,26373,30362
"ME",23,1,"1998",1899,15777,2125,11049,4024,26826,30850
"ME",23,1,"1999",1148,16793,1197,11707,2345,28500,30845
"ME",23,1,"2000",1894,17245,2273,11681,4167,28926,33093
"ME",23,1,"2001",1924,17657,2412,11689,4336,29346,33682
"ME",23,1,"2002",2124,18213,2567,11913,4691,30126,34817
"ME",23,1,"2003",2317,18861,2351,11627,4668,30488,35156
"ME",23,1,"2004",2353,19168,2315,11234,4668,30402,35070
"ME",23,1,"2005",2384,19210,2260,11230,4644,30440,35084
"ME",23,1,"2006",2301,19383,2201,11183,4502,30566,35068
"ME",23,1,"2007",2369,19385,2308,10551,4677,29936,34613
"ME",23,1,"2008",2276,19260,2071,9844,4347,29104,33451
"ME",23,1,"2009",2057,19455,2451,9466,4508,28921,33429
"ME",23,1,"2010",2079,19254,2413,9320,4492,28574,33066
"ME",23,1,"2011",1991,18644,2359,9098,4350,27742,32092
"ME",23,1,"2012",1656,18707,2607,9032,4263,27739,32002
"ME",23,1,"2013",1578,18442,2496,8867,4074,27309,31383
"ME",23,1,"2014",1507,18102,2456,8608,3963,26710,30673
"MD",24,1,"1980",7077,61261,11722,26504,18799,87765,106564
"MD",24,1,"1984",7799,61567,11320,26469,19119,88036,107155
"MD",24,1,"1985",7874,62204,11344,27270,19218,89474,108692
"MD",24,1,"1986",8009,62165,12036,27971,20045,90136,110181
"MD",24,1,"1987",8393,63306,12629,27515,21022,90821,111843
"MD",24,1,"1988",8497,62968,13752,27678,22249,90646,112895
"MD",24,1,"1989",9297,62031,14272,28226,23569,90257,113826
"MD",24,1,"1990",9719,63150,15007,27322,24726,90472,115198
"MD",24,1,"1991",10231,63987,15724,27414,25955,91401,117356
"MD",24,1,"1992",10808,62987,16140,27140,26948,90127,117075
"MD",24,1,"1993",10674,62585,16715,26450,27389,89035,116424
"MD",24,1,"1994",10964,63459,16525,25409,27489,88868,116357
"MD",24,1,"1995",11019,64736,17220,24845,28239,89581,117820
"MD",24,1,"1996",11260,65523,16380,24038,27640,89561,117201
"MD",24,1,"1997",11577,66114,16300,23199,27877,89313,117190
"MD",24,1,"1998",11477,67895,16512,22732,27989,90627,118616
"MD",24,1,"1999",9975,68867,14197,23234,24172,92101,116273
"MD",24,1,"2000",12590,70396,17495,24127,30085,94523,124608
"MD",24,1,"2001",13372,73144,18901,26264,32273,99408,131681
"MD",24,1,"2002",14628,75816,19414,26310,34042,102126,136168
"MD",24,1,"2003",14964,77139,20039,26646,35003,103785,138788
"MD",24,1,"2004",14765,78455,21100,27662,35865,106117,141982
"MD",24,1,"2005",15211,78910,20928,26200,36139,105110,141249
"MD",24,1,"2006",15586,80698,22610,29566,38196,110264,148460
"MD",24,1,"2007",16288,82527,23266,29284,39554,111811,151365
"MD",24,1,"2008",16748,85513,25120,29637,41868,115150,157018
"MD",24,1,"2009",17334,87592,26708,30880,44042,118472,162514
"MD",24,1,"2010",17762,89358,27454,32432,45216,121790,167006
"MD",24,1,"2011",18357,91135,27498,33369,45855,124504,170359
"MD",24,1,"2012",18657,91551,26666,33151,45323,124702,170025
"MD",24,1,"2013",18302,91446,25249,32251,43551,123697,167248
"MD",24,1,"2014",18418,94348,24716,38448,43134,132796,175930
"MA",25,1,"1980",3874,63554,12007,20936,15881,84490,100371
"MA",25,1,"1984",3931,66688,12652,25228,16583,91916,108499
"MA",25,1,"1985",4045,66473,13793,26251,17838,92724,110562
"MA",25,1,"1986",4612,65396,15339,26209,19951,91605,111556
"MA",25,1,"1987",5224,65216,13252,29748,18476,94964,113440
"MA",25,1,"1988",5156,64952,13744,28948,18900,93900,112800
"MA",25,1,"1989",5213,63942,14415,28652,19628,92594,112222
"MA",25,1,"1990",4954,62848,14091,28138,19045,90986,110031
"MA",25,1,"1991",4980,61709,12386,26809,17366,88518,105884
"MA",25,1,"1992",5219,61247,12091,26068,17310,87315,104625
"MA",25,1,"1993",5253,59201,11857,25421,17110,84622,101732
"MA",25,1,"1994",5424,58570,13474,24328,18898,82898,101796
"MA",25,1,"1995",5566,58017,13436,24512,19002,82529,101531
"MA",25,1,"1996",5516,58056,14275,23703,19791,81759,101550
"MA",25,1,"1997",5546,58129,15486,22701,21032,80830,101862
"MA",25,1,"1998",5627,57378,16806,22638,22433,80016,102449
"MA",25,1,"1999",5373,58159,15717,22153,21090,80312,101402
"MA",25,1,"2000",5388,57994,16918,21397,22306,79391,101697
"MA",25,1,"2001",5657,59920,16191,20752,21848,80672,102520
"MA",25,1,"2002",5993,60768,16333,19369,22326,80137,102463
"MA",25,1,"2003",6140,61972,16935,17458,23075,79430,102505
"MA",25,1,"2004",6061,62467,17194,16309,23255,78776,102031
"MA",25,1,"2005",6289,64724,17001,15690,23290,80414,103704
"MA",25,1,"2006",6570,66120,17484,15995,24054,82115,106169
"MA",25,1,"2007",6702,68377,18543,16064,25245,84441,109686
"MA",25,1,"2008",6775,70972,18735,16292,25510,87264,112774
"MA",25,1,"2009",7344,73940,19274,16120,26618,90060,116678
"MA",25,1,"2010",8010,75873,19060,16599,27070,92472,119542
"MA",25,1,"2011",8099,77398,19170,17221,27269,94619,121888
"MA",25,1,"2012",7916,78062,19222,17684,27138,95746,122884
"MA",25,1,"2013",8176,79338,18655,17723,26831,97061,123892
"MA",25,1,"2014",8326,80363,18736,17150,27062,97513,124575
"MI",26,1,"1980",23979,153527,30410,50870,54389,204397,258786
"MI",26,1,"1984",22733,143672,25856,45713,48589,189385,237974
"MI",26,1,"1985",22606,142475,27802,46347,50408,188822,239230
"MI",26,1,"1986",22671,145095,30165,52071,52836,197166,250002
"MI",26,1,"1987",23484,149223,32077,52309,55561,201532,257093
"MI",26,1,"1988",23301,153126,32596,53543,55897,206669,262566
"MI",26,1,"1989",23795,157009,33415,55822,57210,212831,270041
"MI",26,1,"1990",24699,158796,33926,56758,58625,215554,274179
"MI",26,1,"1991",25538,156490,34632,56814,60170,213304,273474
"MI",26,1,"1992",26295,153274,33497,57324,59792,210598,270390
"MI",26,1,"1993",27679,152829,38613,58229,66292,211058,277350
"MI",26,1,"1994",27729,149163,37203,57105,64932,206268,271200
"MI",26,1,"1995",28272,148866,36525,58247,64797,207113,271910
"MI",26,1,"1996",28751,150064,36264,57124,65015,207188,272203
"MI",26,1,"1997",29480,153663,36725,55912,66205,209575,275780
"MI",26,1,"1998",29052,158026,36756,56055,65808,214081,279889
"MI",26,1,"1999",12793,162080,24554,55427,37347,217507,254854
"MI",26,1,"2000",28953,166493,38228,54581,67181,221074,288255
"MI",26,1,"2001",30723,173241,37621,54231,68344,227472,295816
"MI",26,1,"2002",33274,177455,37559,53255,70833,230710,301543
"MI",26,1,"2003",33102,182168,36253,52819,69355,234987,304342
"MI",26,1,"2004",33244,184372,34985,51699,68229,236071,304300
"MI",26,1,"2005",33285,187367,33734,50108,67019,237475,304494
"MI",26,1,"2006",33724,187760,32738,49232,66462,236992,303454
"MI",26,1,"2007",34617,190265,32853,48459,67470,238724,306194
"MI",26,1,"2008",34939,193538,32462,46743,67401,240281,307682
"MI",26,1,"2009",36222,198872,32788,47840,69010,246712,315722
"MI",26,1,"2010",36527,201853,31567,49829,68094,251682,319776
"MI",26,1,"2011",36735,200804,30793,52030,67528,252834,320362
"MI",26,1,"2012",37322,199830,29328,51371,66650,251201,317851
"MI",26,1,"2013",37910,198955,28006,50478,65916,249433,315349
"MI",26,1,"2014",38391,198194,27297,50630,65688,248824,314512
"MN",27,1,"1980",13022,70037,6458,36631,19480,106668,126148
"MN",27,1,"1984",13075,66655,5619,39904,18694,106559,125253
"MN",27,1,"1985",13139,67067,5662,42172,18801,109239,128040
"MN",27,1,"1986",13384,68373,6110,43261,19494,111634,131128
"MN",27,1,"1987",8005,68854,11852,44741,19857,113595,133452
"MN",27,1,"1988",8597,70021,11743,44765,20340,114786,135126
"MN",27,1,"1989",8257,71459,11513,44955,19770,116414,136184
"MN",27,1,"1990",7495,71803,11807,43738,19302,115541,134843
"MN",27,1,"1991",7297,69546,11685,43473,18982,113019,132001
"MN",27,1,"1992",7403,67218,11335,41880,18738,109098,127836
"MN",27,1,"1993",7582,64838,11567,37604,19149,102442,121591
"MN",27,1,"1994",7853,63108,11442,36830,19295,99938,119233
"MN",27,1,"1995",7847,62320,11289,35732,19136,98052,117188
"MN",27,1,"1996",7907,62534,11462,35928,19369,98462,117831
"MN",27,1,"1997",8224,67093,10736,24832,18960,91925,110885
"MN",27,1,"1998",8043,67746,10299,25521,18342,93267,111609
"MN",27,1,"1999",3759,68037,3489,26123,7248,94160,101408
"MN",27,1,"2000",9602,72063,9761,25072,19363,97135,116498
"MN",27,1,"2001",9904,75995,10259,24338,20163,100333,120496
"MN",27,1,"2002",10352,79420,11884,23769,22236,103189,125425
"MN",27,1,"2003",11214,81069,12224,22637,23438,103706,127144
"MN",27,1,"2004",11586,81412,13390,22066,24976,103478,128454
"MN",27,1,"2005",11333,80973,13549,22693,24882,103666,128548
"MN",27,1,"2006",11506,82057,13583,22139,25089,104196,129285
"MN",27,1,"2007",11733,82884,13884,22327,25617,105211,130828
"MN",27,1,"2008",11925,83336,13884,23477,25809,106813,132622
"MN",27,1,"2009",12368,85976,13937,23597,26305,109573,135878
"MN",27,1,"2010",12598,87753,13458,24126,26056,111879,137935
"MN",27,1,"2011",12014,86903,13275,26845,25289,113748,139037
"MN",27,1,"2012",12475,85212,12293,27176,24768,112388,137156
"MN",27,1,"2013",12542,83748,11836,27918,24378,111666,136044
"MN",27,1,"2014",12485,82082,11695,28078,24180,110160,134340
"MS",28,1,"1980",4257,37799,5906,5942,10163,43741,53904
"MS",28,1,"1984",4467,37583,5194,5781,9661,43364,53025
"MS",28,1,"1985",4265,37785,4757,5751,9022,43536,52558
"MS",28,1,"1986",4408,36371,3843,5793,8251,42164,50415
